Face,Side,Under,Top,Plant No,Red,Yellow,Venation,Scorer,Comments,,,,,,,,
P06097051,P06097052,P06097053,P06097054,pB1022,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097055,P06097056,P06097057,P06097058,pB1031,4,1.5,3,Helena and PS,,,,,,,,,
P06097059,P06097062,P06097060,P06097061,pB1044,na ,na,na,Helena and PS,,,,,,,,,
P06097063,P06097064,P06097065,P06097066,pB1042,4.5,1,3.5,Helena and PS,,,,,,,,,
P06097067,P06097068,P06097069,P06097070,pB1023,1.5,0.5,na,Helena and PS,old/damaged,,,,,,,,
P06097071,P06097072,P06097073,P06097074,pB1029,1.5,1.5,4,Helena and PS,,,,,,,,,
P06097075,P06097076,P06097077,P06097078,pB1046,3.5,1,3,Helena and PS,,,,,,,,,
P06097079,P06097080,P06097081,P06097082,pB1051,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097083,P06097084,P06097085,P06097086,pB1049,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097087,P06097088,P06097089,P06097090,pB1035,3.5,1,na,Helena and PS,damaged,,,,,,,,
P06097091,P06097092,P06097093,P06097094,pB1038,4,0.5,3,Helena and PS,,,,,,,,,
P06097095,P06097096,P06097097,P06097098,pB1055,4,0.5,3,Helena and PS,,,,,,,,,
P06097099,P06097100,P06097101,P06097102,pB1052,3.5,1,3.5,Helena and PS,,,,,,,,,
P06097103,P06097104,P06097105,P06097106,pB1053,3.5,1,3.5,Helena and PS,,,,,,,,,
P06097107,P06097108,P06097109,P06097110,pB1045,4,0.5,3,Helena and PS,,,,,,,,,
P06097111,P06097112,P06097113,P06097114,pB1048,4,2.5,3,Helena and PS,,,,,,,,,
P06097115,P06097116,P06097117,P06097118,pB1060,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097119,P06097120,P06097121,P06097122,pB1059,4,1,3.5,Helena and PS,,,,,,,,,
P06097123,P06097124,P06097125,P06097126,pB0964,4,1,3.5,Helena and PS,damaged,,,,,,,,
P06097127,P06097128,P06097129,P06097130,pB1005,1.5,0.5,1.5,Helena and PS,,,,,,,,,
P06097131,P06097132,P06097133,P06097134,pB0929,4.5,0.5,3.5,Helena and PS,,,,,,,,,
P06097135,P06097136,P06097137,P06097138,pB0982,3.5,0.5,na,Helena and PS,damaged,,,,,,,,
P06097139,P06097140,P06097141,P06097142,pB0923,4,1,3,Helena and PS,,,,,,,,,
P06097143,P06097144,P06097145,P06097146,pB1017,2,1,4,Helena and PS,,,,,,,,,
P06097147,P06097148,P06097149,P06097150,pB0987,4.5,1,3,Helena and PS,,,,,,,,,
P06097151,P06097152,P06097153,P06097154,pB0974,3.5,1,3,Helena and PS,,,,,,,,,
P06097155,P06097156,P06097157,P06097158,pB0978,4,0.5,3,Helena and PS,,,,,,,,,
P06097159,P06097160,P06097161,P06097162,pB0845,3,0.5,4,Helena and PS,,,,,,,,,
P06097163,P06097164,P06097165,P06097166,pB0990,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097167,P06097168,P06097169,P06097170,pB0992,3.5,0.5,3,Helena and PS,,,,,,,,,
P06097171,P06097172,P06097173,P06097174,pB0908,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097175,P06097176,P06097177,P06097178,pB1018,4.5,0.5,3.5,Helena and PS,,,,,,,,,
P06097179,P06097180,P06097181,P06097182,pB0979,4,1,3.5,Helena and PS,,,,,,,,,
P06097183,P06097184,P06097185,P06097186,pB0985,4,0.5,3,Helena and PS,,,,,,,,,
P06097187,P06097188,P06097189,P06097190,pB0962,3.5,0.5,4,Helena and PS,,,,,,,,,
P06097191,P06097192,P06097193,P06097194,pB0963,na,na,na,Helena and PS,damaged,,,,,,,,
P06097195,P06097196,P06097197,P06097198,pB1062,3,0.5,3.5,Helena and PS,,,,,,,,,
P06097199,P06097200,P06097201,P06097202,pB1015,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097203,P06097204,P06097205,P06097206,pB0998,4,0.5,na,Helena and PS,,,,,,,,,
P06097207,P06097208,P06097209,P06097210,pB0995,4,0.5,3,Helena and PS,,,,,,,,,
P06097211,P06097212,P06097213,P06097214,pB0925,4.5,0.5,3.5,Helena and PS,,,,,,,,,
P06097215,P06097216,P06097217,P06097218,pB0993,4,1,3,Helena and PS,,,,,,,,,
P06097219,P06097220,P06097221,P06097222,pB0961,4,1,3.5,Helena and PS,,,,,,,,,
P06097223,P06097224,P06097225,P06097226,pB1040,3.5,1,4,Helena and PS,,,,,,,,,
P06097227,P06097228,P06097229,P06097230,pB0997,4,1,3,Helena and PS,,,,,,,,,
P06097231,P06097232,P06097233,P06097234,pB0938,4,0.5,na,Helena and PS,damaged,,,,,,,,
P06097235,P06097236,P06097237,P06097238,pB0986,4,0.5,3,Helena and PS,,,,,,,,,
P06097239,P06097240,P06097241,P06097242,pB1019,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097243,P06097244,P06097245,P06097246,pB0989,4,1.5,3,Helena and PS,,,,,,,,,
P06097247,P06097248,P06097249,P06097250,pB1003,4,0.5,4,Helena and PS,,,,,,,,,
P06097251,P06097252,P06097253,P06097254,pB0984,4,1,3.5,Helena and PS,,,,,,,,,
P06097255,P06097256,P06097257,P06097258,pB0971,4,1,3.5,Helena and PS,,,,,,,,,
P06097259,P06097260,P06097261,P06097262,pB0996,4,1,4,Helena and PS,,,,,,,,,
P06097263,P06097264,P06097265,P06097266,pB0940,3.5,0.5,3.5,Helena and PS,,,,,,,,,
P06097267,P06097268,P06097269,P06097270,pB0934,4,1,3,Helena and PS,,,,,,,,,
P06097271,P06097272,P06097273,P06097274,pB0935,4,1,3.5,Helena and PS,,,,,,,,,
P06097275,P06097276,P06097277,P06097278,pB0994,4,1,3.5,Helena and PS,,,,,,,,,
P06097279,P06097280,P06097281,P06097282,pB0981,3.5,1,4,Helena and PS,,,,,,,,,
P06097283,P06097284,P06097285,P06097286,pB0968,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097287,P06097288,P06097289,P06097290,pB0980,3.5,0.5,3,Helena and PS,,,,,,,,,
P06097291,P06097292,P06097293,P06097294,pB1058,1.5,1,4,Helena and PS,,,,,,,,,
P06097295,P06097296,P06097297,P06097298,pB0926,4,1,3,Helena and PS,,,,,,,,,
P06097299,P06097300,P06097301,P06097302,pB1061,4.5,0.5,3.5,Helena and PS,,,,,,,,,
P06097303,P06097304,P06097305,P06097306,pB1013,4,0.5,4,Helena and PS,,,,,,,,,
P06097307,P06097308,P06097309,P06097310,pB1020,4.5,0.5,3.5,Helena and PS,,,,,,,,,
P06097311,P06097312,P06097313,P06097314,pB1009,3.5,0.5,3,Helena and PS,,,,,,,,,
P06097315,P06097316,P06097317,P06097318,pB1001,2,1.5,4,Helena and PS,,,,,,,,,
P06097319,P06097320,P06097321,P06097322,pB1010,4,0.5,na,Helena and PS,damaged,,,,,,,,
P06097323,P06097324,P06097325,P06097326,pB1011,3.5,0.5,3.5,Helena and PS,,,,,,,,,
P06097327,P06097328,P06097329,P06097330,pB0931,3.5,1,3.5,Helena and PS,,,,,,,,,
P06097331,P06097332,P06097333,P06097334,pB0966,3.5,0.5,3.5,Helena and PS,,,,,,,,,
P06097335,P06097336,P06097337,P06097338,pB0936,3.5,0.5,3,Helena and PS,,,,,,,,,
P06097339,P06097340,P06097341,P06097342,pB1008,4,0.5,3.5,Helena and PS,,,,,,,,,
P06097343,P06097344,P06097345,P06097346,pB0970,3.5,0.5,3,Helena and PS,,,,,,,,,
P06097347,P06097348,P06097349,P06097350,pB1006,4,0.5,3,Helena and PS,,,,,,,,,
P06097351,P06097352,P06097353,P06097354,pB1000,3.5,1,3.5,Helena and PS,,,,,,,,,
P06097355,P06097356,P06097357,P06097358,pB1043,3.5,0.5,3,Helena and PS,,,,,,,,,
P06097359,P06097360,P06097361,P06097362,pB1002,4,0.5,3,Helena and PS,,,,,,,,,
P06097363,P06097364,P06097365,P06097366,pB0972,3,1,3.5,Helena and PS,,,,,,,,,
P06097367,P06097368,P06097369,P06097370,pA0356,1.5,1,1.5,"Sean,Helena and PS",,,,,,,,,
P06097371,P06097372,P06097373,P06097374,pB0097,1,2.5,1.5,"Sean,Helena and PS",,,,,,,,,
P06097375,P06097376,P06097377,P06097378,pB0053,0.5,1,1.5,"Sean,Helena and PS",old,,,,,,,,
P06097379,P06097380,P06097381,P06097382,pB0071,2,1,3,"Sean,Helena and PS",,,,,,,,,
P06097383,P06097384,P06097385,P06097386,pB0175,1.5,1,2,"Sean,Helena and PS",,,,,,,,,
P06097387,P06097388,P06097389,P06097390,pB0104,3.5,2.5,3.5,"Sean,Helena and PS",,,,,,,,,
P06097391,P06097392,P06097393,P06097394,pA1321,0.5,2,3,"Sean,Helena and PS",,,,,,,,,
P06097395,P06097396,P06097397,P06097398,pB0149,4,0.5,3.5,"Sean,Helena and PS",,,,,,,,,
P06097399,P06097400,P06097401,P06097402,pB0040,4,1,3.5,"Sean,Helena and PS",,,,,,,,,
P06097403,P06097404,P06097405,P06097406,pB0144,2,1,3.5,"Sean,Helena and PS",,,,,,,,,
P06097407,P06097408,P06097409,P06097410,pB0124,4,1.5,3,"Sean,Helena and PS",,,,,,,,,
P06097411,P06097412,P06097413,P06097414,pB0078,4,1,3,"Sean,Helena and PS",,,,,,,,,
P06097415,P06097416,P06097417,P06097418,pB0028,1.5,1,3,"Sean,Helena and PS",,,,,,,,,
P06097419,P06097420,P06097421,P06097422,Z0040,1.5,2.5,2,"Sean,Helena and PS",,,,,,,,,
P06097423,P06097424,P06097425,P06097426,pA1291,4,1,4,"Sean,Helena and PS",,,,,,,,,
P06097427,P06097428,P06097429,P06097430,pB0213,1.5,2.5,3,"Sean,Helena and PS",,,,,,,,,
P06097431,P06097432,P06097433,P06097434,pB0041,3.5,2.5,3,"Sean,Helena and PS",,,,,,,,,
P06097435,P06097436,P06097437,P06097438,pB0221,4,2,4,"Sean,Helena and PS",,,,,,,,,
P06097439,P06097440,P06097441,P06097442,pB0451,4,2.5,3.5,"Sean,Helena and PS",,,,,,,,,
P06097443,P06097444,P06097445,P06097446,pB0155,0.5,1,1.5,"Sean,Helena and PS",damaged,,,,,,,,
P06097447,P06097448,P06097449,P06097450,pB0045,4,0.5,3.5,"Sean,Helena and PS",,,,,,,,,
P06097451,P06097452,P06097453,P06097454,pB0092,4,0.5,3,"Sean,Helena and PS",,,,,,,,,
P06097455,P06097456,P06097457,P06097458,pA2485,2,2,0.5,"Sean,Helena and PS",,,,,,,,,
P06097459,P06097460,P06097461,P06097462,pB0797,4,2.5,3.5,"Sean,Helena and PS",,,,,,,,,
P06097463,P06097464,P06097465,P06097466,pB0001,2.5,0.5,4,"Sean,Helena and PS",,,,,,,,,
P06097467,P06097468,P06097469,P06097470,pB0219,0.5,2,1,"Sean,Helena and PS",,,,,,,,,
P06097471,P06097472,P06097473,P06097474,pB0183,2,2.5,3.5,"Sean,Helena and PS",,,,,,,,,
na,na,na,na,pB0988,,,,"Sean,Helena and PS",might get flower later,,,,,,,,
na,na,na,na,pB0999,,,,"Sean,Helena and PS",might get flower later,,,,,,,,
na,na,na,na,pB0927,,,,"Sean,Helena and PS",no flower,,,,,,,,
P06107488,P06107489,P06107490,P06107491,Z1621,1.5,2.5,4,Helena and PS,,,,,,,,,
P06107492,P06107493,P06107494,P06107495,Z0464,1.5,2,3,Helena and PS,damaged,,,,,,,,
P06107496,P06107497,P06107498,P06107499,pA0447,1.5,1,2,Helena and PS,,,,,,,,,
P06107500,P06107501,P06107502,P06107503,pB0150,1.5,2.5,3,Helena and PS,,,,,,,,,
P06107504,P06107505,P06107506,P06107507,pB0145,1.5,2.5,3.5,Helena and PS,,,,,,,,,
P06107508,P06107509,P06107510,P06107511,pB0127,0.5,2,1,Helena and PS,,,,,,,,,
P06107514,P06107515,P06107516,P06107517,pB0190,2,2.5,3.5,Helena and PS,,,,,,,,,
P06107518,P06107519,P06107520,P06107521,pB0224,4,2.5,3.5,Helena and PS,,,,,,,,,
P06107522,P06107523,P06107524,P06107525,pB0248,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06107526,P06107527,P06107528,P06107529,Y208,4,1,3,Helena and PS,,,,,,,,,
P06107530,P06107531,P06107532,P06107533,pB0072,2,1,3.5,Helena and PS,,,,,,,,,
P06107534,P06107535,P06107536,P06107537,pA2389,1.5,0.5,2.5,Helena and PS,Damaged,,,,,,,,
P06107538,P06107539,P06107540,P06107541,pA2468,0.5,0.5,2.5,Helena and PS,,,,,,,,,
P06107542,P06107543,P06107544,P06107545,Z0474,3.5,1,3.5,Helena and PS,,,,,,,,,
P06107550,P06107551,P06107552,P06107553,pB0083,3,1,4,Helena and PS,,,,,,,,,
P06107554,P06107555,P06107556,P06107557,pB0189,0.5,1.5,1.5,Helena and PS,,,,,,,,,
P06107558,P06107559,P06107560,P06107561,pB0207,1,2.5,3,Helena and PS,,,,,,,,,
P06107562,P06107563,P06107564,P06107565,pB0157,2,2.5,2.5,Helena and PS,,,,,,,,,
P06107566,P06107567,P06107568,P06107569,pB0172,2,1,2.5,Helena and PS,,,,,,,,,
P06107570,P06107571,P06107572,P06107573,pB0250,3.5,2,3.5,Helena and PS,,,,,,,,,
P06107638,P06107639,P06107640,P06107641,pB0125,1.5,1,3,Helena and PS,change photo lid problem,,,,,,,,
P06107578,P06107579,P06107580,P06107581,pB0474,1.5,1.5,2.5,Helena and PS,,,,,,,,,
P06107582,P06107583,P06107584,P06107585,pB0014,3,2.5,3.5,Helena and PS,,,,,,,,,
P06107586,P06107587,P06107588,P06107589,pB0210,4,2.5,3,Helena and PS,,,,,,,,,
P06107590,P06107591,P06107592,P06107593,pB0116,3,1,3.5,Helena and PS,,,,,,,,,
P06107594,P06107595,P06107596,P06107597,pB0407,2,0.5,na,Helena and PS,damaged,,,,,,,,
P06107598,P06107599,P06107600,P06107601,pB0186,1.5,1.5,2.5,Helena and PS,,,,,,,,,
P06107602,P06107603,P06107604,P06107605,pB0109,3,1,2.5,Helena and PS,,,,,,,,,
P06107606,P06107607,P06107608,P06107609,pB0141,1.5,1,2,Helena and PS,,,,,,,,,
P06107610,P06107611,P06107612,P06107613,pA2486,2,1.5,3.5,Helena and PS,,,,,,,,,
P06107614,P06107615,P06107616,P06107617,pA0344,2,2.5,3,Helena and PS,,,,,,,,,
P06107618,P06107619,P06107620,P06107621,pB0211,2.5,2.5,3.5,Helena and PS,,,,,,,,,
P06107622,P06107623,P06107624,P06107625,pB0216,1.5,1,2.5,Helena and PS,,,,,,,,,
P06107626,P06107627,P06107628,P06107629,pB0079,4,1,3,Helena and PS,,,,,,,,,
P06107630,P06107631,P06107632,P06107633,pB0069,4,2,3,Helena and PS,,,,,,,,,
P06107634,P06107635,P06107636,P06107637,pB0473,1.5,1,2,Helena and PS,,,,,,,,,
P06117642,P06117643,P06117644,P06117645,pB1188,4,0.5,3.5,Helena and PS,,,,,,,,,
P06117646,P06117647,P06117648,P06117649,pB1199,4,0.5,3.5,Helena and PS,,,,,,,,,
P06117650,P06117651,P06117652,P06117653,pB1186,4,1.5,3.5,Helena and PS,,,,,,,,,
P06117654,P06117655,P06117656,P06117657,pB1187,4,1,3,Helena and PS,,,,,,,,,
P06117658,P06117659,P06117660,P06117661,pB1163,0.5,3.5,1,Helena and PS,,,,,,,,,
P06117662,P06117663,P06117664,P06117665,pB1170,0.5,3,1,Helena and PS,,,,,,,,,
P06117666,P06117667,P06117668,P06117669,pB1190,4.5,0.5,3.5,Helena and PS,,,,,,,,,
P06117670,P06117671,P06117672,P06117673,pB1191,4,0.5,3,Helena and PS,,,,,,,,,
P06117674,P06117675,P06117676,P06117677,pB1200,3.5,0.5,1,Helena and PS,,,,,,,,,
P06117678,P06117679,P06117680,P06117681,pB1165,0.5,2.5,1,Helena and PS,damaged ,,,,,,,,
P06117682,P06117683,P06117684,P06117685,pB1172,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06117686,P06117687,P06117688,P06117689,pB1167,1,2.5,3.5,Helena and PS,,,,,,,,,
P06117690,P06117691,P06117692,P06117694,pB1169,0.5,2.5,2,Helena and PS,,,,,,,,,
P06117695,P06117696,P06117697,P06117698,pB1181,4,1,3.5,Helena and PS,,,,,,,,,
P06117699,P06117700,P06117701,P06117702,pB1161,0.5,2.5,1,Helena and PS,,,,,,,,,
P06117703,P06117704,P06117705,P06117706,pB1112,1.5,2.5,1.5,Helena and PS,,,,,,,,,
P06117707,P06117708,P06117709,P06117710,pB1173,0.5,2.5,na,Helena and PS,damaged,,,,,,,,
P06117711,P06117712,P06117713,P06117714,pB1180,0.5,2.5,2.5,Helena and PS,,,,,,,,,
P06117715,P06117716,P06117717,P06117718,pB1176,1,2.5,3,Helena and PS,,,,,,,,,
P06117719,P06117720,P06117721,P06117722,pB1178,0.5,2,na,Helena and PS,damaged,,,,,,,,
P06117723,P06117724,P06117725,P06117726,pB1175,1.5,2,3,Helena and PS,,,,,,,,,
P06117727,P06117728,P06117729,P06117730,pB1198,2,na,1.5,Helena and PS,damaged,,,,,,,,
P06117731,P06117732,P06117733,P06117734,pB1182,4,0.5,3.5,Helena and PS,,,,,,,,,
P06117736,P06117737,P06117738,P06117739,pB1086,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06117740,P06117741,P06117742,P06117743,pB1089,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06117744,P06117745,P06117746,P06117747,pB1087,0.5,2.5,1.5,Helena and PS,damaged,,,,,,,,
P06117748,P06117749,P06117750,P06117751,pB1197,4,1,3.5,Helena and PS,,,,,,,,,
P06117752,P06117753,P06117754,P06117755,pB1196,4.5,1,3.5,Helena and PS,,,,,,,,,
P06117756,P06117757,P06117758,P06117759,pB1168,0.5,2.5,2.5,Helena and PS,,,,,,,,,
P06117760,P06117761,P06117762,P06117763,pB1174,0.5,3,1.5,Helena and PS,,,,,,,,,
P06117764,P06117765,P06117766,P06117767,pB1088,0.5,2.5,2,Helena and PS,,,,,,,,,
P06117768,P06117769,P06117770,P06117771,pB1179,1.5,2.5,3,Helena and PS,,,,,,,,,
P06117772,P06117773,P06117774,P06117775,pB1166,1.5,2.5,2,Helena and PS,,,,,,,,,
P06117776,P06117777,P06117778,P06117779,pB1185,4.5,1,3.5,Helena and PS,,,,,,,,,
P06117780,P06117781,P06117782,P06117783,pB1081,0.5,2,2,Helena and PS,,,,,,,,,
P06117784,P06117785,P06117786,P06117787,pB1193,4,1.5,3.5,Helena and PS,,,,,,,,,
P06117788,P06117789,P06117790,P06117791,pB1195,3.5,1.5,3.5,Helena and PS,,,,,,,,,
P06117792,P06117793,P06117794,P06117795,pB1192,3.5,1,3,Helena and PS,,,,,,,,,
P06117796,P06117797,P06117798,P06117799,pB1162,0.5,2.5,1,Helena and PS,,,,,,,,,
P06117800,P06117801,P06117802,P06117803,pB1183,4,0.5,3.5,Helena and PS,,,,,,,,,
P06117804,P06117805,P06117806,P06117807,pB1189,3.5,1.5,3,Helena and PS,,,,,,,,,
P06117808,P06117809,P06117810,P06117811,pB1164,0.5,3,1,Helena and PS,damaged,,,,,,,,
P06117812,P06117813,P06117814,P06117815,pB1177,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06117816,P06117817,P06117818,P06117819,pB1194,3,1,3.5,Helena and PS,,,,,,,,,
P06117820,P06117821,P06117822,P06117823,pB1103,4,0.5,3.5,Helena and PS,damaged,,,,,,,,
P06117824,P06117825,P06117826,P06117827,pB1090,0.5,3,2,Helena and PS,,,,,,,,,
P06117828,P06117829,P06117830,P06117831,pB1286,3.5,1,3,Helena and PS,,,,,,,,,
P06117832,P06117833,P06117834,P06117835,pB1116,1.5,1.5,3.5,Helena and PS,,,,,,,,,
P06117836,P06117837,P06117838,P06117839,pB1096,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06117840,P06117841,P06117842,P06117843,pB1097,0.5,2.5,1,Helena and PS,,,,,,,,,
P06117844,P06117845,P06117846,P06117847,pB1099,0.5,3,1.5,Helena and PS,,,,,,,,,
P06117848,P06117849,P06117850,P06117851,pB1203,3,1,1,Helena and PS,,,,,,,,,
P06117852,P06117853,P06117854,P06117855,pB1084,0.5,2.5,0.5,Helena and PS,,,,,,,,,
P06117856,P06117857,P06117858,P06117859,pB1100,0.5,3,1.5,Helena and PS,,,,,,,,,
P06117860,P06117861,P06117862,P06117863,pB1085,0.5,3,2,Helena and PS,,,,,,,,,
P06117864,P06117865,P06117866,P06117867,pB1091,0.5,2.5,1.5,Helena and PS,old,,,,,,,,
P06117868,P06117869,P06117870,P06117871,pB1083,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06117872,P06117873,P06117874,P06117875,pB1140,3,0.5,3,Helena and PS,,,,,,,,,
P06117876,P06117877,P06117878,P06117879,pB1095,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06117880,P06117881,P06117882,P06117883,pB0983,0.5,3,1.5,Helena and PS,damaged,,,,,,,,
P06117884,P06117885,P06117886,P06117887,pB1092,0.5,2.5,2,Helena and PS,,,,,,,,,
P06117888,P06117889,P06117890,P06117891,pB1094,0.5,2.5,2.5,Helena and PS,,,,,,,,,
P06117892,P06117893,P06117894,P06117895,pB1082,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06117896,P06117897,P06117898,P06117899,pB1137,3.5,0.5,3,Helena and PS,,,,,,,,,
P06117900,P06117901,P06117902,P06117903,pB1007,0.5,3,0.5,Helena and PS,damaged,,,,,,,,
P06117904,P06117905,P06117906,P06117907,pB1093,0.5,3,1.5,Helena and PS,,,,,,,,,
P06117908,P06117909,P06117910,P06117911,pB1098,0.5,2.5,1,Helena and PS,damaged,,,,,,,,
P06117912,P06117913,P06117914,P06117915,pB1171,0.5,3,1.5,Helena and PS,,,,,,,,,
P06117916,P06117917,P06117918,P06117919,pB1126,4,0.5,4,Helena and PS,,,,,,,,,
P06117920,P06117921,P06117922,P06117923,pB1136,4,1,4,Helena and PS,,,,,,,,,
P06117924,P06117925,P06117926,P06117927,pB1212,3.5,na,3.5,Helena and PS,damaged,,,,,,,,
P06117928,P06117929,P06117930,P06117931,pB1120,3.5,0.5,3.5,Helena and PS,,,,,,,,,
P06117932,P06117933,P06117934,P06117935,pB1132,3.5,1,3.5,Helena and PS,,,,,,,,,
P06117936,P06117937,P06117938,P06117939,pB1216,4.5,0.5,3,Helena and PS,,,,,,,,,
P06117940,P06117941,P06117942,P06117943,pB1128,4,0.5,1,Helena and PS,,,,,,,,,
P06117944,P06117945,P06117946,P06117947,pB1134,4,1.5,3.5,Helena and PS,,,,,,,,,
P06117948,P06117949,P06117950,P06117951,pB1135,4,1,1,Helena and PS,,,,,,,,,
P06117952,P06117953,P06117954,P06117955,pB1138,3,1,3.5,Helena and PS,,,,,,,,,
P06117956,P06117957,P06117958,P06117959,pB1282,4,1,3.5,Helena and PS,,,,,,,,,
P06117960,P06117961,P06117962,P06117963,pB1122,3.5,1,1,Helena and PS,,,,,,,,,
P06117964,P06117965,P06117966,P06117967,pB1129,4.5,1,4,Helena and PS,,,,,,,,,
P06117968,P06117969,P06117970,P06117971,pB1111,4,1,3.5,Helena and PS,,,,,,,,,
P06117972,P06117973,P06117974,P06117975,pB1130,4,0.5,3.5,Helena and PS,,,,,,,,,
P06117976,P06117977,P06117978,P06117979,pB1133,4,1,3,Helena and PS,,,,,,,,,
P06117980,P06117981,P06117982,P06117983,pB1124,3.5,0.5,3.5,Helena and PS,,,,,,,,,
P06117984,P06117985,P06117986,P06117987,pB1131,4.5,1,3.5,Helena and PS,,,,,,,,,
P06117988,P06117989,P06117990,P06117991,pB1121,3.5,2,3.5,Helena and PS,,,,,,,,,
P06117992,P06117993,P06117994,P06117995,pB1139,3.5,0.5,3.5,Helena and PS,,,,,,,,,
P06117996,P06117997,P06117998,P06117999,pB1118,4,0.5,3.5,Helena and PS,,,,,,,,,
P06118000,P06118001,P06118002,P06118003,pB1127,4.5,0.5,4,Helena and PS,,,,,,,,,
P06118004,P06118005,P06118006,P06118007,pB1125,2,1.5,3.5,Helena and PS,,,,,,,,,
P06118008,P06118009,P06118010,P06118011,pB1123,4.5,0.5,3,Helena and PS,,,,,,,,,
P06128016,P06128017,P06128018,P06128019,Z0406,1.5,2.5,2.5,Helena and PS,,,,,,,,,
P06148021,P06148022,P06148023,P06148024,pB1387,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06148025,P06148026,P06148027,P06148028,PB1388,0.5,2.5,1,Helena and PS,,,,,,,,,
P06148029,P06148030,P06148031,P06148032,PB1382,0.5,2.5,1,Helena and PS,damaged,,,,,,,,
P06148033,P06148034,P06148035,P06148036,PB1384,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06148037,P06148038,P06148039,P06148040,PB1385,0.5,2.5,1,Helena and PS,,,,,,,,,
P06148042,P06148043,P06148044,P06148045,PB1390,0.5,3,1.5,Helena and PS,,,,,,,,,
P06148046,P06148047,P06148048,P06148049,PB1383,1.5,1.5,2.5,Helena and PS,,,,,,,,,
P06148050,P06148051,P06148052,P06148053,PB1391,0.5,2.5,2,Helena and PS,,,,,,,,,
P06148054,P06148055,P06148056,P06148057,PB1380,0.5,2.5,1,Helena and PS,,,,,,,,,
P06148058,P06148059,P06148060,P06148061,PB1393,0.5,3,1.5,Helena and PS,,,,,,,,,
P06148062,P06148063,P06148064,P06148065,PB1386,1,2.5,3.5,Helena and PS,,,,,,,,,
P06148066,P06148067,P06148068,P06148069,PB1392,1,2.5,2,Helena and PS,,,,,,,,,
P06148070,P06148071,P06148072,P06148073,PB1394,0.5,3,1,Helena and PS,,,,,,,,,
P06148074,P06148075,P06148076,P06148077,PB1395,0.5,2.5,2.5,Helena and PS,,,,,,,,,
P06148078,P06148079,P06148080,P06148081,PB1396,0.5,1,3.5,Helena and PS,,,,,,,,,
P06148082,P06148083,P06148084,P06148085,PB1398,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06148086,P06148087,P06148088,P06148089,PB1239,0.5,3,1.5,Helena and PS,,,,,,,,,
P06148090,P06148091,P06148092,P06148093,PB1236,0.5,3,1,Helena and PS,,,,,,,,,
P06148094,P06148095,P06148096,P06148097,PB1399,0.5,2.5,1,Helena and PS,,,,,,,,,
P06148098,P06148099,P06148100,P06148101,PB1381,0.5,3,2.5,Helena and PS,,,,,,,,,
P06148102,P06148103,P06148104,P06148105,PB1397,0.5,2.5,0.5,Helena and PS,,,,,,,,,
P06148106,P06148107,P06148108,P06148109,PB1389,1,2.5,3.5,Helena and PS,damaged,,,,,,,,
P06148110,P06148111,P06148112,P06148113,PB1300,0.5,3,1,Helena and PS,,,,,,,,,
P06148114,P06148115,P06148116,P06148117,PB1234,0.5,2.5,1,Helena and PS,,,,,,,,,
P06148118,P06148119,P06148120,P06148121,PB1237,0.5,2.5,2,Helena and PS,,,,,,,,,
P06148122,P06148123,P06148124,P06148125,PB1238,1,2.5,1.5,Helena and PS,,,,,,,,,
P06148126,P06148127,P06148128,P06148129,PB1231,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06148130,P06148131,P06148132,P06148133,PB1400,0.5,2.5,1.5,Helena and PS,,,,,,,,,
P06148134,P06148135,P06148136,P06148137,PB1240,0.5,2.5,2.5,Helena and PS,,,,,,,,,
P06148138,P06148139,P06148140,P06148141,PB1235,0.5,2.5,3,Helena and PS,,,,,,,,,
P06148142,P06148143,P06148144,P06148145,PB1232,1,2.5,3,Helena and PS,,,,,,,,,
P06148146,P06148147,P06148148,P06148149,PB1233,0.5,2.5,2,Helena and PS,,,,,,,,,
P06148150,P06148151,P06148152,P06148153,PB1230,0.5,2.5,1,Helena and PS,damaged,,,,,,,,
P06148154,P06148155,P06148156,P06148157,PB1295,0.5,2.5,1,Helena and PS,,,,,,,,,
