pc,Side,Under,Top,Plant No,Red,Yellow,Venation,Scorer,Comments,,,,,,,,,,,,,,,,
P06085718,P06085719,P06085720,P06085721,pC1050,1.5,2.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06085722,P06085723,P06085724,P06085725,pC1063,0.5,2.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06085726,P06085727,P06085728,P06085729,pC1053,1,2.5,2,Tetiana,old and damaged,,,,,,,,,,,,,,,,
P06085730,P06085731,P06085732,P06085733,pC1067,0.5,2.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06085734,P06085735,P06085736,P06085737,pC1223,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085738,P06085739,P06085740,P06085741,pC1212,3.5,1,3,Tetiana,old and damaged,,,,,,,,,,,,,,,,
P06085742,P06085743,P06085744,P06085745,pC1214,3.5,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06085746,P06085747,P06085748,P06085749,pC1222,3.5,1,1,Tetiana,"damaged, veNAtion by 1 petal",,,,,,,,,,,,,,,,
P06085750,P06085751,P06085752,P06085753,pC1225,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085754,P06085755,P06085756,P06085757,pC1219,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085758,P06085759,P06085760,P06085761,pC1220,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06085762,P06085763,P06085764,P06085765,pC1209,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1116,NA,NA,NA,Tetiana,"fu with flower/lid, need new sample, fixed next day (phot and scoring are done)",,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1208,NA,NA,NA,Tetiana,"fu with flower/lid, need new sample, fixed next day (phot and scoring are done)",,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1210,NA,NA,NA,Tetiana,"fu with flower/lid, need new sample, fixed next day (phot and scoring are done)",,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1201,NA,NA,NA,Tetiana,"fu with flower/lid, need new sample, flower had no flowers next day, not fixed",,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1204,NA,NA,NA,Tetiana,"fu with flower/lid, need new sample, fixed next day (phot and scoring are done)",,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1203,NA,NA,NA,Tetiana,"fu with flower/lid, need new sample, fixed next day (phot and scoring are done)",,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1200,NA,NA,NA,Tetiana,"fu with flower/lid, need new sample, flower was cut next day, not fixed",,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1115,NA,NA,NA,Tetiana,"fu with flower/lid, need new sample, fixed next day (phot and scoring are done)",,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1121,NA,NA,NA,Tetiana,"fu with flower/lid, need new sample, fixed next day (phot and scoring are done)",,,,,,,,,,,,,,,,
P06085800,P06085801,P06085802,P06085803,pC1218,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085804,P06085805,P06085806,P06085807,pC1130,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085808,P06085809,P06085810,P06085811,pC1213,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085812,P06085813,P06085814,P06085815,pC1192,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085816,P06085817,P06085818,P06085819,pC1197,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085820,P06085821,P06085822,P06085823,pC1190,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06085824,P06085825,P06085826,P06085827,pC1120,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085828,P06085829,P06085830,P06085831,pC1191,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06085832,P06085833,P06085834,P06085835,pC1125,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085836,P06085837,P06085838,P06085839,pC1217,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085840,P06085841,P06085842,P06085843,pC1127,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085844,P06085845,P06085846,P06085847,pC1189,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085848,P06085849,P06085850,P06085851,pC1215,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085852,P06085853,P06085854,P06085855,pC1207,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06085856,P06085857,P06085858,P06085859,pC1125,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06085860,P06085861,P06085862,P06085863,pC1113,3.5,1.5,4,Tetiana,,,,,,,,,,,,,,,,,
P06085864,P06085865,P06085866,P06085867,pC1193,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06085868,P06085869,P06085870,P06085871,pC1111,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1104,NA,NA,NA,Tetiana,no flower in the tube,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1129,NA,NA,NA,Tetiana,no flower in the tube,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1177,NA,NA,NA,Tetiana,no flower in the tube,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1179,NA,NA,NA,Tetiana,no flower in the tube,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1176,NA,NA,NA,Tetiana,no flower in the tube,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1195,NA,NA,NA,Tetiana,no flower in the tube,,,,,,,,,,,,,,,,
P06085872,P06085873,P06085874,P06085875,pC1118,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085876,P06085877,P06085878,P06085879,pC1139,3.5,0.5,3,Tetiana,"damaged, yellow 0.5-1, veNAtion by 1 pAtel",,,,,,,,,,,,,,,,
P06085880,P06085881,P06085882,P06085883,pC1143,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085884,P06085885,P06085886,P06085887,pC1186,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085888,P06085889,P06085890,P06085891,pC1132,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06085892,P06085893,P06085894,P06085895,pC1126,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085896,P06085897,P06085898,P06085899,pC1221,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085900,P06085901,P06085902,P06085903,pC1135,3,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085904,P06085905,P06085906,P06085907,pC1112,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085908,P06085910,P06085911,P06085912,pC1133,NA,NA,NA,Tetiana,very damaged,,,,,,,,,,,,,,,,
P06085913,P06085914,P06085915,P06085916,pC1188,3.5,0.5,3,Tetiana,"damaged, veNAtion by 1 petal",,,,,,,,,,,,,,,,
P06085917,P06085918,P06085919,P06085920,pC1122,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085921,P06085922,P06085923,P06085924,pC1117,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085925,P06085926,P06085927,P06085928,pC1140,3.5,1,3,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06085929,P06085930,P06085931,P06085932,pC1182,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085933,P06085934,P06085935,P06085936,pC1137,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085937,P06085938,P06085939,P06085940,pC1123,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06085941,P06085942,P06085943,P06085944,pC1102,4,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06085945,P06085946,P06085947,P06085948,pC1224,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085949,P06085950,P06085951,P06085952,pC1119,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06085953,P06085954,P06085955,P06085956,pC1198,3.5,0.5,3,Tetiana,"damaged, veNAtion by 1 petal",,,,,,,,,,,,,,,,
P06085957,P06085958,P06085959,P06085960,pC1178,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085961,P06085962,P06085963,P06085964,pC1142,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085965,P06085966,P06085967,P06085968,pC1187,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085969,P06085970,P06085971,P06085972,pC1101,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085973,P06085974,P06085975,P06085976,pC1202,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06085977,P06085978,P06085979,P06085980,pC1128,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085981,P06085982,P06085983,P06085984,pC1211,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06085985,P06085986,P06085987,P06085988,pC1205,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06085989,P06085990,P06085991,P06085992,pC1138,3.5,1.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06085993,P06085994,P06085995,P06085996,pC1109,3.5,1,0.5,Tetiana,,,,,,,,,,,,,,,,,
P06085997,P06085998,P06085999,P06086000,pC1216,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06086001,P06086002,P06086003,P06086004,pC1105,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06086005,P06086006,P06086007,P06086008,pC1148,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06086009,P06086010,P06086011,P06086012,pC1141,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06086013,P06086014,P06086015,P06086016,pC1110,4.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06086017,P06086018,P06086019,P06086020,pC1206,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06086021,P06086022,P06086023,P06086024,pC1150,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06086025,P06086026,P06086027,P06086028,pC1114,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06086029,P06086030,P06086031,P06086032,pC1103,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06086033,P06086034,P06086035,P06086036,pC1149,3,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06086037,P06086038,P06086039,P06086040,pC1136,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06086041,P06086042,P06086043,P06086044,pC1183,3.5,1,0.5,Tetiana,,,,,,,,,,,,,,,,,
P06086045,P06086046,P06086047,P06086048,pC1108,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06086049,P06086050,P06086051,P06086052,pC1144,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06086053,P06086054,P06086055,P06086056,pC1107,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06086057,P06086058,P06086059,P06086060,pC1106,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06086061,P06086062,P06086063,P06086064,pC1181,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06086065,P06086066,P06086067,P06086068,pC0394,3,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06086069,P06086070,P06086071,P06086072,pC0047,0.5,1.5,1,Tetiana,,,,,,,,,,,,,,,,,
P06086073,P06086074,P06086075,P06086076,pC0837,3.5,2.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1581,NA,NA,NA,Tetiana,no flower in a tube,,,,,,,,,,,,,,,,
P06096077,P06096078,P06096079,P06096080,pC1243,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096081,P06096082,P06096083,P06096084,pC1239,NA,NA,NA,Tetiana,extremely old,,,,,,,,,,,,,,,,
P06096085,P06096086,P06096087,P06096088,pC1250,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096089,P06096090,P06096091,P06096092,pC1545,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096093,P06096094,P06096095,P06096096,pC1242,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096097,P06096098,P06096099,P06096100,pC1247,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096101,P06096102,P06096103,P06096104,pC1542,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096105,P06096106,P06096107,P06096108,pC1528,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096109,P06096110,P06096111,P06096112,pC1134,4,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096113,P06096114,P06096115,P06096116,pC1228,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096117,P06096118,P06096119,P06096120,pC1535,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096121,P06096122,P06096123,P06096124,pC1532,4,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06096125,P06096126,P06096127,P06096128,pC1541,3.5,1.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096129,P06096130,P06096131,P06096132,pC1531,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096133,P06096134,P06096135,P06096136,pC1257,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096137,P06096138,P06096139,P06096140,pC1543,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096141,P06096142,P06096143,P06096144,pC1240,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096145,P06096146,P06096147,P06096148,pC1241,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096149,P06096150,P06096151,P06096152,pC1534,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096153,P06096154,P06096155,P06096156,pC1527,3.5,1,3,Tetiana,old,,,,,,,,,,,,,,,,
P06096157,P06096158,P06096159,P06096160,pC1246,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096161,P06096162,P06096163,P06096164,pC1509,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096165,P06096166,P06096167,P06096168,pC1538,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096169,P06096170,P06096171,P06096172,pC1546,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096217,P06096218,P06096219,P06096220,pC1272,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096221,P06096222,P06096223,P06096224,pC1591,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096225,P06096226,P06096227,P06096228,pC1194,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096229,P06096230,P06096231,P06096232,pC1537,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096233,P06096234,P06096235,P06096236,pC1521,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096237,P06096238,P06096239,P06096240,pC1146,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096241,P06096242,P06096243,P06096244,pC1256,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096245,P06096246,P06096247,P06096248,pC1544,3.5,0.5,3.5,Tetiana,old,,,,,,,,,,,,,,,,
P06096249,P06096250,P06096251,P06096252,pC1252,3.5,0.5,4,Tetiana,,,,,,,,,,,,,,,,,
P06096253,P06096254,P06096255,P06096256,pC1559,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096257,P06096258,P06096259,P06096260,pC1251,3.5,1,3,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06096261,P06096262,P06096263,P06096264,pC1516,3.5,1.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096265,P06096266,P06096267,P06096268,pC1196,3.5,NA,3.5,Tetiana,old and damaged,,,,,,,,,,,,,,,,
P06096269,P06096270,P06096271,P06096272,pC1593,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096273,P06096274,P06096275,P06096276,pC1180,3.5,1,0.5,Tetiana,,,,,,,,,,,,,,,,,
P06096277,P06096278,P06096279,P06096280,pC1587,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096281,P06096282,P06096283,P06096284,pC1184,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096285,P06096286,P06096287,P06096288,pC1258,3.5,1,3,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06096289,P06096290,P06096291,P06096292,pC1253,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096293,P06096294,P06096295,P06096296,pC1263,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096297,P06096298,P06096299,P06096300,pC1274,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096301,P06096302,P06096303,P06096304,pC1245,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096305,P06096306,P06096307,P06096308,pC1199,3.5,1,4,Tetiana,a bit old,,,,,,,,,,,,,,,,
P06096309,P06096310,P06096311,P06096312,pC1262,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06096313,P06096314,P06096315,P06096316,pC1600,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096317,P06096318,P06096319,P06096320,pC1244,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096321,P06096322,P06096323,P06096324,pC1261,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096325,P06096326,P06096327,P06096328,pC1267,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096329,P06096330,P06096331,P06096332,pC1530,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096333,P06096334,P06096335,P06096336,pC1260,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096337,P06096338,P06096339,P06096340,pC1255,4,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06096341,P06096342,P06096343,P06096344,pC1504,3,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096345,P06096346,P06096347,P06096348,pC1522,4,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096349,P06096351,P06096350,P06096352,pC1526,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096353,P06096354,P06096355,P06096356,pC1185,3.5,0.5,NA,Tetiana,"damaged petals and a bit old, veNAtion is rather 0.5",,,,,,,,,,,,,,,,
P06096357,P06096358,P06096359,P06096360,pC1229,3.5,1,3,Tetiana,"damaged petals and old, veNAtion by one petal",,,,,,,,,,,,,,,,
P06096361,P06096362,P06096363,P06096364,pC1236,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096365,P06096366,P06096367,P06096368,pC1536,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096369,P06096370,P06096371,P06096372,pC1226,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096373,P06096374,P06096375,P06096376,pC1549,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096377,P06096378,P06096379,P06096380,pC1147,3,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06096381,P06096382,P06096383,P06096384,pC1234,3.5,1.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096385,P06096386,P06096387,P06096388,pC1232,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096389,P06096390,P06096391,P06096392,pC1266,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096393,P06096394,P06096395,P06096396,pC1235,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096397,P06096398,P06096399,P06096400,pC1269,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096401,P06096402,P06096403,P06096404,pC1275,NA,NA,NA,Tetiana,very old and damaged,,,,,,,,,,,,,,,,
P06096405,P06096406,P06096407,P06096408,pC1231,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06096409,P06096410,P06096411,P06096412,pC1131,4,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06096413,P06096414,P06096415,P06096416,pC1238,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
P06096417,P06096418,P06096419,P06096420,pC1248,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096421,P06096422,P06096423,P06096424,pC1249,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096425,P06096426,P06096427,P06096428,pC1233,3.5,NA,NA,Tetiana,"old and damaged, both petals aren't ok, veNAtion is 3-4",,,,,,,,,,,,,,,,
P06096429,P06096430,P06096431,P06096432,pC1227,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096433,P06096434,P06096435,P06096436,pC1145,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096437,P06096438,P06096439,P06096440,pC1268,3.5,1,NA,Tetiana,"damaged petals, veNAtion 3-4",,,,,,,,,,,,,,,,
P06096441,P06096442,P06096443,P06096444,pC1265,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096445,P06096446,P06096447,P06096448,pC1271,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096449,P06096450,P06096451,P06096452,pC1230,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096453,P06096454,P06096455,P06096456,pC1254,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096457,P06096458,P06096459,P06096460,pC1237,3.5,1,3,Tetiana,"damaged, veNAtion by 1 petal",,,,,,,,,,,,,,,,
P06096461,P06096462,P06096463,P06096464,pC1264,3.5,1,4,Tetiana,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1259,NA,NA,NA,Tetiana,no flower back from field,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1273,NA,NA,NA,Tetiana,no flower back from field,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1576,NA,NA,NA,Tetiana,no flower back from field,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1270,NA,NA,NA,Tetiana,no flower back from field,,,,,,,,,,,,,,,,
NA,NA,NA,NA,pC1550,NA,NA,NA,Tetiana,no flower back from field,,,,,,,,,,,,,,,,
P06096465,P06096466,P06096467,P06096468,pC1507,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096469,P06096470,P06096471,P06096472,pC1540,3,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096473,P06096474,P06096475,P06096476,pC1533,4,1.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096477,P06096478,P06096479,P06096480,pC1515,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096481,P06096482,P06096483,P06096484,pC1505,3,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096485,P06096486,P06096487,P06096488,pC1152,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096489,P06096490,P06096491,P06096492,pC1514,3,0.5,3,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06096493,P06096494,P06096495,P06096496,pC1163,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096497,P06096498,P06096499,P06096500,pC1539,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096501,P06096502,P06096503,P06096504,pC1501,3.5,1,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06096505,P06096506,P06096507,P06096508,pC1165,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096509,P06096510,P06096511,P06096512,pC1171,1.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096513,P06096514,P06096515,P06096516,pC1167,4,0.5,3,Tetiana,"damaged, veNAtion by 1 petal",,,,,,,,,,,,,,,,
P06096517,P06096518,P06096519,P06096520,pC1299,3.5,1.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096521,P06096522,P06096523,P06096524,pC1175,3.5,1,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06096525,P06096526,P06096527,P06096528,pC1158,3.5,1,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06096529,P06096530,P06096531,P06096532,pC1294,3.5,0.5,3.5,Tetiana,a bit damaged,,,,,,,,,,,,,,,,
P06096533,P06096534,P06096535,P06096536,pC1524,2.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096537,P06096538,P06096539,P06096540,pC1520,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096541,P06096542,P06096543,P06096544,pC1153,0.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096545,P06096546,P06096547,P06096548,pC1151,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096549,P06096550,P06096551,P06096552,pC1508,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096553,P06096554,P06096555,P06096556,pC1513,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096557,P06096558,P06096559,P06096560,pC1161,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096561,P06096562,P06096563,P06096564,pC1159,3.5,0.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096565,P06096566,P06096567,P06096568,pC1506,3.5,0.5,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096569,P06096570,P06096571,P06096572,pC1162,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096573,P06096574,P06096575,P06096576,pC1157,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096577,P06096578,P06096579,P06096580,pC1523,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096581,P06096582,P06096583,P06096584,pC1288,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096585,P06096586,P06096587,P06096588,pC1160,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096589,P06096590,P06096591,P06096592,pC1164,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096593,P06096594,P06096595,P06096596,pC1511,3.5,1,3.5,Tetiana,"damaged petals, veNAtion is pretty visible, but scoring isn't 100% accurate",,,,,,,,,,,,,,,,
P06096597,P06096598,P06096599,P06096600,pC1154,3,1.5,3,Tetiana,,,,,,,,,,,,,,,,,
P06096601,P06096602,P06096603,P06096604,pC1547,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096605,P06096606,P06096607,P06096608,pC1174,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096609,P06096610,P06096611,P06096612,pC1525,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096613,P06096614,P06096615,P06096616,pC1518,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096617,P06096618,P06096619,P06096620,pC1170,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096621,P06096622,P06096623,P06096624,pC1548,1.5,0.5,2.5,Tetiana,,,,,,,,,,,,,,,,,
P06096625,P06096626,P06096627,P06096628,pC1166,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096629,P06096630,P06096631,P06096632,pC1173,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096633,P06096634,P06096635,P06096636,pC1510,3.5,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096637,P06096638,P06096639,P06096640,pC1172,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096641,P06096642,P06096643,P06096644,pC1503,4,1,3.5,Tetiana,,,,,,,,,,,,,,,,,
P06096645,P06096646,P06096647,P06096648,pC1512,3.5,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096649,P06096650,P06096651,P06096652,pC1519,3,1,3,Tetiana,,,,,,,,,,,,,,,,,
P06096653,P06096654,P06096655,P06096656,pC1529,4,1,3,Tetiana,,,,,,,,,,,,,,,,,
